,,,,,,,,,,,,,,,,,,,,
자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
영남대학교 정문,무인대여소,,경상북도 경산시 대동 201-1,35.83588900,128.75236100,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
압량읍사무소,무인대여소,,경상북도 경산시 압량읍 부적리 470-1,35.84334510,128.75999760,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,3,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
정평역 4번출구,무인대여소,,경상북도 경산시 정평동 130,35.83422200,128.72844400,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
서부1동 행정복지센터,무인대여소,,경상북도 경산시 사정동 32-3,35.82101900,128.72850040,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,3,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
경산오거리,무인대여소,,경상북도 경산시 중방동 870-6,35.82421200,128.73772860,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,4,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
옥곡동 강변도로,무인대여소,,경상북도 경산시 옥곡동 467,35.81086100,128.73655600,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
임당역 5번출구,무인대여소,,경상북도 경산시 계양동 717,35.83394000,128.74197000,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,5,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
하양시외버스터미널,무인대여소,,경상북도 경산시 하양읍 금락리 130-8,35.90956570,128.81326310,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
하양꿈바우시장,무인대여소,,경상북도 경산시 하양읍 금락리 35-45,35.91561060,128.81925370,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
하양 코아루 아파트 삼거리,무인대여소,,경상북도 경산시 하양읍 동서리 1097,35.91740400,128.82791200,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,3,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
하양역,무인대여소,,경상북도 경산시 하양읍 금락리 133-126,35.91022070,128.81900090,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
진량읍 상림리,무인대여소,,경상북도 경산시 진량읍 상림리 189-10,35.90257700,128.83157210,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
대구대학교 서문,무인대여소,,경상북도 경산시 진량읍 내리리 15-4,35.89911600,128.84371400,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
중산동 포스코 1차,무인대여소,,경상북도 경산시 중산동 651,35.82789600,128.71983300,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
사동,무인대여소,,경상북도 경산시 사동 189,35.80735470,128.75499960,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
옥산2지구,무인대여소,,경상북도 경산시옥산동 725-1,35.82753800,128.72740200,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,3,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
대구대학교 정문,무인대여소,,경상북도 경산시 진량읍 내리리 15,35.89726800,128.84683200,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
하양생활체육공원,무인대여소,,경상북도 경산시 하양읍 동서리 825-1,35.91063200,128.82735500,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
호산대학교 입구,무인대여소,,경상북도 경산시 하양읍 부호리 189-4,35.90101900,128.80189000,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,4,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
진량국민체육공원,무인대여소,,경상북도 경산시 진량읍 신상리 426-5,35.87206400,128.81813400,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
공주시청,무인대여소,,충청남도 공주시 봉황동 320-1,36.4468363244,127.1203411182,07:00,22:00,-,무료,무료,4,12,Y,기계식,N,041-840-8507,공주시청,2019-09-25,4500000,충청남도 공주시
영남대 대학로,무인대여소,,경상북도 경산시 대동 133-14,35.83708100,128.75106200,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,3,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
경산우체국,무인대여소,,경상북도 경산시 사동 650-3,35.81627600,128.75865400,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
경산역,무인대여소,,경상북도 경산시 사정동 84-1,35.81916900,128.72800200,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
경산실내체육관(종합안내소),무인대여소,,경상북도 경산시 계양동 493,35.82029300,128.74314800,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,4,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
경산실내체육관(열린마당),무인대여소,,경상북도 경산시 계양동 493,35.82162000,128.74527400,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
신대부적1공원,무인대여소,,경상북도 경산시 압량읍 신대리 636,35.83852300,128.76419600,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
중산근린공원,무인대여소,,경상북도 경산시 중산동 628-191,35.82855300,128.71284000,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
옥곡동우체국,무인대여소,,경상북도 경산시 옥곡동 823-7,35.81419400,128.73184400,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
백천동,무인대여소,,경상북도 경산시 상방동 279-6,35.80519300,128.73669300,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
경산홈플러스 정문,무인대여소,,경상북도 경산시 중방동 172-1,35.83327300,128.73569800,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
경산 조아아울렛,무인대여소,,경상북도 경산시 중방동 213-4,35.83428100,128.73383900,07:00,20:00,연중무후,유료,일권 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,,N,,N,053-810-6128,경산북도 경산시청,2020-07-01,5130000,경상북도 경산시
해운대구자전거종합서비스센터,유인대여소,,부산광역시 해운대구 재송동 704-5,35.175333,129.121651,10:00,18:00,연중무휴,무료,무료,75,17,Y,태양광식,Y,051-749-4512,부산광역시 해운대구,2020-06-19,3330000,부산광역시 해운대구
백제가요정읍사오솔길이용시설,유인대여소,전라북도 정읍시 월영1길 7,전라북도 정읍시 쌍암동 536-4,35.311391,126.534571,09:00,18:00,연중무휴,유료,1시간당 1인용 1천원+2인용 2천원+3인용 3천원+6인용 6천원+초과요금(30분 기준) 1 2인용 1천원+3인용 2천원+6인용 3천원+1일당 1 2인용 10천원+3인용 15천원+6인용 20천원,175,0,Y,기계식,N,063-539-5704,전라북도 정읍시청,2020-06-23,4690000,전라북도 정읍시
관악구 자전거 대여센터,무인·유인대여소,,서울특별시 관악구 신림동 1471-5,37.4847494,126.9182182,09:00,18:00,연중무휴,무료,0,144,,Y,,Y,02-879-6863,서울특별시 관악구청,2020-05-31,3200000,서울특별시 관악구
별타고스테이션,무인대여소,경상북도 영천시 시청로 16,경상북도 영천시 문외동 27,35.97331179,128.9384777,07:00,20:00,연중무휴,유료,일일 1000원,125,12,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,,경상북도 영천시 문외동 317,35.970632,128.939791,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,,경상북도 영천시 성내동 254,35.96057733,128.9237268,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,,경상북도 영천시 조교동 883-125,35.969797858,128.951963903,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,,경상북도 영천시 완산동 1037,35.967936,128.939177,07:00,20:00,연중무휴,유료,일일 1000원,125,7,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 운동장로 55,경상북도 영천시 교촌동 282-2,35.96782438,128.923579,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 천문로 402-4,경상북도 영천시 문내동 2-4,35.9733979,128.9297846,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 완산로 4-19,경상북도 영천시 완산동 891,35.959909,128.9396529,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 임고면 승마휴양림길 105,경상북도 영천시 임고면 황강리 산9,36.03510258,128.996734,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,,경상북도 영천시 임고면 덕연리 132-8,36.046568,128.991659,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,,경상북도 영천시 임고면 삼매리 68-5,36.05650656,129.0112656,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,,경상북도 영천시 임고면 양항리 462,36.016409,128.974074,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 장수로 19,경상북도 영천시 화룡동 219-11,35.96366102,128.9211282,07:00,20:00,연중무휴,유료,일일 1000원,125,12,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 금호읍 금호로 153,경상북도 영천시 금호읍 교대리 149-2,35.9333376,128.877644,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 최무선로 180,경상북도 영천시 성내동 374,35.96234224,128.9206529,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 금완로 63,경상북도 영천시 완산동 1116-7,35.96067724,128.9354423,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,,경상북도 영천시 망정동 416,35.984371,128.955271,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 임고면 포은로 491,경상북도 영천시 임고면 양항리 616-1,36.02156706,128.9737605,07:00,20:00,연중무휴,유료,일일 1000원,125,12,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 중앙동1길 80,경상북도 영천시 문외동 245-3,35.97545824,128.9330008,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
별타고스테이션,무인대여소,경상북도 영천시 완산2길 9,경상북도 영천시 완산동 994,35.96485235,128.9396009,07:00,20:00,연중무휴,유료,일일 1000원,125,10,n,,n,070-7424-9063,영천시,2020-06-26,5100000,경상북도 영천시
상대동 공영자전거무료대여소,유인대여소,,경상남도 진주시 상대동 329-1,35.113438,128.071077,09:00,17:00,"설,추석 연휴",무료,,70,10,Y,수동식,N,055-749-8659,경상남도 진주시청,2020-06-25,5310000,경상남도 진주시
평거동 공영자전거무료대여소,유인대여소,,경상남도 진주시 평거동 794-2,35.101668,128.040310,09:00,17:00,"설,추석 연휴",무료,,70,0,Y,수동식,N,055-749-8659,경상남도 진주시청,2020-06-25,5310000,경상남도 진주시
칠암동 경남문화예술회관 건너둔치,유인대여소,,경상남도 진주시 칠암동 478-5,35.117051,128.054268,09:00,17:00,연중무휴,유료,1일권 4천원+정기권,250,20,Y,수동식,N,055-749-8659,경상남도 진주시청,2020-06-25,5310000,경상남도 진주시
괴산 군민가마솥 옆,무인대여소,충청북도 괴산군 괴산읍 문무로 12,,36.8128366,127.7975505,09:00,18:00,"매주 월요일 및 동절기(1,2,12월), 명절연휴 휴무",무료,무료,21,2,N,,N,043-830-3085,괴산군 괴산군청,2020-06-24,4460000,충청북도 괴산군
동락공원 자전거대여소(평일 하절기),유인대여소,"경상북도 구미시 3공단1로 191, 11동","경상북도 구미시 진평동 766, 11동",36.099459,128.401756,10:00,18:00,"설(신정, 구정), 추석연휴",무료,무료,239,,Y,태양광식,Y,054-480-6255,구미시 교통정책과,2020-06-20,5080000,경상북도 구미시
동락공원 자전거대여소(평일 동절기),유인대여소,"경상북도 구미시 3공단1로 191, 11동","경상북도 구미시 진평동 766, 11동",36.099459,128.401756,10:00,17:00,"설(신정, 구정), 추석연휴",무료,무료,239,,Y,태양광식,Y,054-480-6255,구미시 교통정책과,2020-06-20,5080000,경상북도 구미시
동락공원 자전거대여소(주말 하절기),유인대여소,"경상북도 구미시 3공단1로 191, 11동","경상북도 구미시 진평동 766, 11동",36.099459,128.401756,10:00,18:00,"설(신정, 구정), 추석연휴",무료,무료,239,,Y,태양광식,Y,054-480-6255,구미시 교통정책과,2020-06-20,5080000,경상북도 구미시
동락공원 자전거대여소(주말 동절기),유인대여소,"경상북도 구미시 3공단1로 191, 11동","경상북도 구미시 진평동 766, 11동",36.099459,128.401756,10:00,17:00,"설(신정, 구정), 추석연휴",무료,무료,239,,Y,태양광식,Y,054-480-6255,구미시 교통정책과,2020-06-20,5080000,경상북도 구미시
온천장역북측주차장내,유인대여소,부산광역시 금정구 오시게로54번길 1,부산광역시 금정구 부곡동 389-3,35.2221896,129.088057,09:30,17:30,국공휴일 휴무,무료,,89,10,Y,수동식,N,051-519-4553,부산광역시 금정구청,2020-06-22,3350000,부산광역시 금정구
옥수자전거대여소,유인대여소,서울특별시 성동구 뚝섬로 51,서울특별시 성동구 옥수동 168-1,37.5421267,127.0193947,09:00,18:00,법정공휴일,무료,무료,119,2,Y,기계식,Y,02-2298-8003,서울특별시 성동구청,2020-06-17,3030000,서울특별시 성동구
응봉자전거대여소,유인대여소,서울특별시 성동구 고산자로 123,서울특별시 성동구 응봉동 3-10,37.5503432,127.0347983,09:00,18:00,법정공휴일,무료,무료,74,2,Y,기계식,N,02-2298-8111,서울특별시 성동구청,2020-06-17,3030000,서울특별시 성동구
1302. 한성대입구역 6번출구 뒤,무인대여소,"서울특별시 성북구 동소문로 1, 한성대입구역 6번출구 뒤",-,37.5888012117,127.0063360061,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",5,5,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1303. 돈암초교 입구,무인대여소,"서울특별시 성북구 동소문로13길 38, 돈암초교",-,37.593716,127.0131031296,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1304. 만해공원,무인대여소,"서울특별시 성북구 성북로 132-1, 만해공원",-,37.594616,126.9950313516,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",15,15,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1305. 성북구청,무인대여소,"서울특별시 성북구 보문로 168, 성북구청",-,37.589466,127.0168478551,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",15,15,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1306. 한성대입구역 2번 출구,무인대여소,서울특별시 성북구 동소문로 2,-,37.5884227699,127.0067712,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
능곡역,무인대여소,,경기도 고양시 덕양구 토당동 445-5,37.620594,126.819750,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,11,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
1308. 안암로터리 버스정류장 앞,무인대여소,"서울특별시 성북구 안암로 69, 안암로터리 버스정류장",-,37.5825485528,127.0289149501,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",18,18,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1313. 정릉교회 앞,무인대여소,서울특별시 성북구 정릉로27가길 28-2,-,37.6066223057,127.012665,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1314. 정릉꿈에그린1단지 201동 앞,무인대여소,서울특별시 성북구 아리랑로19길 20,-,37.6026039325,127.0122802614,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",8,8,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1315. 고려사대부속중고 정문,무인대여소,서울특별시 성북구 보국문로29길 23,-,37.6163067890,127.0026096379,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1316. 고려사대부속중고 건너편,무인대여소,서울특별시 성북구 보국문로29길 23,-,37.6163067890,127.0026096379,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",20,20,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1318. 길음역 3번 출구 뒤,무인대여소,서울특별시 성북구 동소문로 248,-,37.60346697,127.0245563,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1320. LG베스트샵 종암점,무인대여소,서울특별시 성북구 종암로 88,-,37.5981881016,127.0350814,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1321. 국민은행 종암동지점 앞,무인대여소,서울특별시 성북구 종암로3길 37-2,-,37.5928572,127.0338557821,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",15,15,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1322. 래미안라센트아파트 103동 앞,무인대여소,서울특별시 성북구 종암로3길 37-2,-,37.5928572,127.0338557821,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1323. 월곡역 입구 육교 밑,무인대여소,,서울특별시 성북구 종암동 113-10,37.600729,127.0380235,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1325. 상월곡역 4번 출구,무인대여소,서울특별시 성북구 화랑로 148,-,37.6055538948,127.0474242457,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1326. 상월곡역 1번 출구,무인대여소,,서울특별시 성북구 상월곡동 35-9,37.605946,127.0452697,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1327. 상월곡역 3번 출구,무인대여소,,서울특별시 성북구 상월곡동 26-1,37.6062635089,127.0483261686,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1328. 월곡역 3번 출구,무인대여소,,서울특별시 성북구 하월곡동 37-4,37.602432,127.039741,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1332. 석계역 5번 출구 건너편,무인대여소,,서울특별시 성북구 석관동 134-4,37.6134695,127.0636076,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1333. 석관초등학교 앞,무인대여소,서울특별시 성북구 돌곶이로22길 21,-,37.6110234081,127.0583548031,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",15,15,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1334. 석관동주민센터 앞,무인대여소,서울특별시 성북구 화랑로 296,-,37.612988,127.0614234187,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1336. 성북3교 위,무인대여소,"서울특별시 성북구 보문로 192, 성북3교 위",-,37.5909881082,127.0144387266,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",20,20,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1337. 돈암성당 옆,무인대여소,"서울특별시 성북구 고려대로7길 120, 돈암성당 옆",-,37.5902164379,127.0175454986,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",10,10,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1338. 용문2교 옆,무인대여소,"서울특별시 성북구 고려대로7길 24, 용문2교 옆",-,37.5870047516,127.0209142052,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",15,15,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
1339. 삼성전자서비스 성북센터,무인대여소,"서울특별시 성북구 월계로 28,삼성전자서비스 성북센터",-,37.610332,127.0332974052,00:01,00:00,연중무휴,유료,"7일권 : 3천원(60분), 4천원(120분), 30일권 : 5천원(60분), 7천원(120분), 365일권 : 3만원(60분), 4만원(120분)",9,9,N,수동식,N,1599-0120,서울특별시,2020-06-11,3070000,서울특별시 성북구
